City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,port douglas,-16.4833,145.4667,22.8,78,43,3.58,AU,1699816477
284,fort bragg,35.139,-79.006,17.12,54,0,5.66,US,1699816477
285,daru,-9.0763,143.2092,24.41,83,39,3.94,PG,1699816478
286,shahr sultan,29.5765,71.0212,20.58,38,0,2.37,PK,1699816478
287,nemuro,43.3236,145.575,2.99,62,34,3.52,JP,1699816478
288,soledar,48.6794,38.089,10.17,66,95,11.15,UA,1699816479
289,gusinoozyorsk,51.2833,106.5,-12.94,93,24,0.61,RU,1699816479
290,afif,23.9065,42.9172,22.15,28,61,3.91,SA,1699816208
291,bodo,67.28,14.405,-0.68,56,0,11.83,NO,1699816480
292,ardakan,32.31,54.0175,17.35,30,93,2.11,IR,1699816480
293,vila franca do campo,37.7167,-25.4333,18.23,95,100,8.23,PT,1699816481
294,tsiombe,-25.3,45.4833,22.28,75,0,1.87,MG,1699816481
295,aripuana,-9.1667,-60.6333,34.96,41,67,0.91,BR,1699816224
296,bamboo flat,11.7,92.7167,25.05,94,75,0.51,IN,1699816482
297,la sarre,48.8002,-79.1996,-0.23,85,79,3.63,CA,1699816482
298,arkhangel'sk,64.5401,40.5433,-3.26,93,17,2.72,RU,1699816482
299,vorkuta,67.5,64.0,-9.37,94,15,4.87,RU,1699816483
300,utrik,11.2278,169.8474,27.92,80,100,8.73,MH,1699816483
301,saint-francois,46.4154,3.9054,13.14,95,100,2.06,FR,1699816484
302,banda aceh,5.5577,95.3222,26.45,82,100,2.9,ID,1699816484
303,las palmas de gran canaria,28.0997,-15.4134,23.21,83,0,6.69,ES,1699816224
304,naryn,41.4287,75.9911,-5.65,70,66,3.5,KG,1699816485
305,elizabeth city,36.2946,-76.2511,14.47,76,100,8.23,US,1699816485
306,pine ridge,28.9383,-82.4734,25.49,75,100,4.12,US,1699816486
307,taco pozo,-25.6167,-63.2833,32.93,54,44,7.97,AR,1699816488
308,shenjiamen,29.9576,122.298,10.62,60,10,10.99,CN,1699816488
309,voznesenskoye,54.89,42.7569,5.69,90,100,7.15,RU,1699816489
310,gisborne,-38.6533,178.0042,14.59,62,0,1.41,NZ,1699816390
311,mount isa,-20.7333,139.5,19.87,88,0,0.0,AU,1699816490
312,ghatanji,20.1333,78.3167,21.83,47,68,0.65,IN,1699816490
313,nellore,14.4333,79.9667,24.84,78,100,1.88,IN,1699816435
314,phek,25.6667,94.5,8.21,98,13,0.75,IN,1699816491
315,mek'ele,13.4967,39.4753,17.41,61,96,6.32,ET,1699816491
316,siracusa,37.0881,15.2792,22.66,55,100,7.96,IT,1699816492
317,assab,13.0092,42.7394,28.11,74,2,9.38,ER,1699816492
318,ocean shores,46.9737,-124.1563,10.57,92,100,3.13,US,1699816492
319,ta`u,-14.2336,-169.5144,27.58,81,7,5.64,AS,1699816493
320,choibalsan,48.0667,114.5,-8.91,79,2,5.16,MN,1699816493
321,kijang,35.2442,129.2139,-0.15,51,0,3.28,KR,1699816493
322,auki,-8.7676,160.7034,24.56,88,100,2.14,SB,1699816494
323,saint croix,17.7397,-64.7388,31.25,74,40,7.72,VI,1699816411
324,lorengau,-2.0226,147.2712,26.0,80,95,2.29,PG,1699816494
325,krasnyy chikoy,50.3643,108.7512,-12.48,98,50,0.88,RU,1699816495
326,kamloops,50.6665,-120.3192,5.32,67,100,4.63,CA,1699816329
327,richards bay,-28.783,32.0377,20.16,78,100,5.05,ZA,1699816496
328,turpan,42.9333,89.1667,6.16,31,14,0.4,CN,1699816496
329,cabedelo,-6.9811,-34.8339,29.37,64,0,6.42,BR,1699816211
330,ballina,-28.8667,153.5667,19.32,88,5,4.22,AU,1699816497
331,magadan,59.5667,150.8,-11.47,68,100,5.06,RU,1699816497
332,sabrum,23.0,91.7319,18.47,92,5,1.13,IN,1699816498
333,port moresby,-9.4431,147.1797,21.68,94,75,2.57,PG,1699816498
334,el bauga,18.262,33.9081,32.09,24,100,3.69,SD,1699816498
335,papao,-17.75,-149.55,28.82,78,16,1.29,PF,1699816498
336,pandan,14.0453,124.1694,27.1,86,99,5.81,PH,1699816499
337,gizo,-8.103,156.8419,27.23,78,100,5.43,SB,1699816499
338,fuman,37.2273,49.3142,18.84,60,78,1.09,IR,1699816499
339,bikenibeu village,1.3673,173.1241,26.98,94,100,4.63,KI,1699816500
340,chissamba,-12.1667,17.3333,18.27,96,100,3.09,AO,1699816283
341,ashmyany,54.425,25.9378,5.0,87,100,7.37,BY,1699816500
342,fale old settlement,-9.3852,-171.2468,28.65,72,100,0.98,TK,1699816500
343,al kharijah,25.4514,30.5464,27.02,38,23,4.71,EG,1699816501
344,dryden,49.7833,-92.7503,2.16,87,75,4.63,CA,1699816501
345,fortaleza,-3.7227,-38.5247,30.07,59,0,6.69,BR,1699816290
346,altay,47.8667,88.1167,-0.71,71,100,2.5,CN,1699816503
347,xuanzhou,30.9525,118.7553,4.57,68,47,1.33,CN,1699816503
348,martapura,-3.4167,114.85,26.05,100,39,3.6,ID,1699816504
349,beira,-19.8436,34.8389,24.05,88,20,4.12,MZ,1699816504
350,sampang,-7.1872,113.2394,27.7,77,13,3.32,ID,1699816508
351,mahina,-17.5065,-149.489,28.87,79,75,5.66,PF,1699816508
352,kirs,59.3388,52.2447,0.49,87,100,2.29,RU,1699816509
353,al bawiti,28.3492,28.8659,23.41,53,0,3.7,EG,1699816509
354,lloydminster,53.2835,-110.0016,5.12,45,75,9.77,CA,1699816406
355,johi,26.6921,67.6133,22.99,21,100,0.09,PK,1699816510
356,bathsheba,13.2167,-59.5167,28.34,78,40,9.77,BB,1699816510
357,cantagalo,-21.9811,-42.3681,33.97,39,52,1.36,BR,1699816510
358,masindi,1.6744,31.715,19.35,89,73,0.82,UG,1699816510
359,murun-kuren,49.6342,100.1625,-9.23,56,34,1.65,MN,1699816511
360,rabaul,-4.1967,152.1721,25.58,81,100,3.97,PG,1699816511
361,ceerigaabo,10.6162,47.368,18.95,71,68,2.51,SO,1699816511
362,bonthe,7.5264,-12.505,26.99,84,89,3.71,SL,1699816512
363,calvinia,-31.4707,19.776,18.42,24,0,2.45,ZA,1699816513
364,luderitz,-26.6481,15.1594,20.23,53,0,9.74,NA,1699816513
365,bumba,2.1833,22.4667,21.69,97,21,0.84,CD,1699816514
366,mar del plata,-38.0023,-57.5575,16.72,53,0,9.26,AR,1699816514
367,cannonvale,-20.2833,148.7,23.66,73,17,4.46,AU,1699816514
368,coyhaique,-45.5752,-72.0662,10.34,49,75,3.09,CL,1699816515
369,chernyshevskiy,63.0128,112.4714,-15.18,98,100,1.23,RU,1699816515
370,hammerfest,70.6634,23.6821,-7.75,67,0,1.54,NO,1699816515
371,leh,34.1667,77.5833,1.41,43,7,1.33,IN,1699816515
372,dogubayazit,39.5469,44.0842,9.94,57,46,1.64,TR,1699816516
373,eirunepe,-6.6603,-69.8736,34.0,48,99,1.42,BR,1699816478
374,titusville,28.6122,-80.8075,27.83,84,75,7.72,US,1699816517
375,sume,-7.6717,-36.88,33.97,20,3,5.99,BR,1699816283
376,palikir - national government center,6.9248,158.1611,28.06,72,100,4.07,FM,1699816224
377,mount pearl,47.5166,-52.7813,0.74,83,100,3.6,CA,1699816518
378,borisoglebskiy,57.2586,39.1508,4.6,95,100,6.08,RU,1699816518
379,wotho,10.1657,166.0102,26.85,84,100,10.54,MH,1699816518
380,flying fish cove,-10.4217,105.6791,25.82,78,100,4.12,CX,1699816519
381,sarangani,5.4033,125.4636,28.13,77,25,2.18,PH,1699816519
382,labytnangi,66.6572,66.4183,-12.1,90,8,3.65,RU,1699816519
383,poyarkovo,49.6,128.6833,-12.27,88,10,2.8,RU,1699816520
384,boguchany,58.3814,97.4531,-9.52,94,96,1.34,RU,1699816520
385,petropavlovsk-kamchatsky,53.0452,158.6483,-3.08,74,75,12.52,RU,1699816520
386,severnoye,56.3491,78.3619,1.1,98,100,4.47,RU,1699816520
387,gadzhiyevo,69.2551,33.3362,-7.91,98,90,4.65,RU,1699816521
388,portland,45.5234,-122.6762,12.83,87,100,3.6,US,1699816418
389,tamanrasset,22.785,5.5228,21.95,13,0,2.57,DZ,1699816521
390,mili,6.0815,171.735,28.74,79,100,8.1,MH,1699816521
391,isla mujeres,21.2311,-86.731,29.03,74,21,5.05,MX,1699816522
392,luumaki,60.9262,27.5814,2.03,87,100,5.42,FI,1699816522
393,tazacorte,28.629,-17.9293,22.54,91,40,4.12,ES,1699816523
394,masjed soleyman,31.9364,49.3039,24.71,29,100,1.1,IR,1699816523
395,port macquarie,-31.4333,152.9167,21.05,90,100,8.21,AU,1699816523
396,bullsbrook,-31.6667,116.0,18.93,63,98,3.6,AU,1699816523
397,touros,-5.1989,-35.4608,27.85,63,0,7.6,BR,1699816523
398,el calafate,-50.3408,-72.2768,9.88,59,86,4.45,AR,1699816524
399,mont-dore,-22.2833,166.5833,23.33,99,100,3.97,NC,1699816524
400,taltal,-25.4,-70.4833,20.01,62,19,4.01,CL,1699816524
401,onda,39.9667,-0.25,20.09,49,90,2.65,ES,1699816525
402,bargaal,11.2864,51.0773,27.54,77,15,6.08,SO,1699816525
403,almora,29.6167,79.6667,9.26,84,0,0.75,IN,1699816525
404,geraldton,-28.7667,114.6,19.23,77,0,3.6,AU,1699816229
405,charters towers,-20.1,146.2667,17.8,91,0,2.04,AU,1699816526
406,broken hill,-31.95,141.4333,14.82,37,74,6.05,AU,1699816320
407,uturoa,-16.7333,-151.4333,27.11,81,12,4.12,PF,1699816526
408,robore,-18.3333,-59.75,41.7,21,94,6.65,BO,1699816527
409,preston,53.7667,-2.7167,8.29,94,100,4.84,GB,1699816527
410,plastun,44.7561,136.2939,-7.48,63,5,2.78,RU,1699816527
411,beloretsk,53.9631,58.3981,0.29,89,100,0.89,RU,1699816528
412,tolstoy-yurt,43.4444,45.7722,9.18,87,57,0.0,RU,1699816528
413,krishnarajpet,12.655,76.4883,18.81,86,97,2.52,IN,1699816529
414,bam,29.106,58.357,19.47,31,98,1.11,IR,1699816529
415,beipiao,41.7919,120.7792,-8.71,80,1,1.18,CN,1699816529
416,zhangzhou,24.5133,117.6556,19.96,77,100,0.95,CN,1699816529
417,floro,61.5996,5.0328,5.54,65,0,3.6,NO,1699816530
418,tanout,14.9709,8.8879,26.89,11,100,5.0,NE,1699816530
419,andergrove,-21.0833,149.1833,19.8,68,14,4.07,AU,1699816530
420,san patricio,28.017,-97.5169,16.97,93,100,4.08,US,1699816531
421,gebeit,21.0667,36.3167,25.48,64,71,3.47,SD,1699816531
422,sydney mines,46.2367,-60.2177,4.59,73,75,7.2,CA,1699816531
423,luis correia,-2.8792,-41.6669,31.0,66,0,8.75,BR,1699816531
424,zaozersk,69.4005,32.4476,-10.54,99,95,3.4,RU,1699816532
425,benguela,-12.5763,13.4055,26.69,76,98,2.04,AO,1699816532
426,rouyn-noranda,48.2398,-79.0288,-0.06,80,94,3.2,CA,1699816312
427,burang,30.25,81.1667,-2.73,64,0,0.68,CN,1699816533
428,champerico,14.3,-91.9167,34.3,67,4,3.03,GT,1699816533
429,high river,50.5834,-113.8687,9.75,22,62,0.63,CA,1699816534
430,solleftea,63.1667,17.2667,-1.08,96,100,3.25,SE,1699816534
431,port sudan,19.6175,37.2164,29.19,73,100,1.89,SD,1699816534
432,qarazhal,48.0078,70.7903,2.35,98,100,3.93,KZ,1699816535
433,pointe-noire,-4.7761,11.8635,26.39,80,100,1.37,CG,1699816536
434,yallahs,17.8748,-76.5624,33.85,62,9,5.74,JM,1699816536
435,red hill,33.9996,-79.2581,14.49,79,100,4.86,US,1699816536
436,kuraymah,18.55,31.85,32.04,20,31,2.95,SD,1699816537
437,port shepstone,-30.7414,30.455,19.31,76,100,6.73,ZA,1699816538
438,rundu,-17.9333,19.7667,29.74,20,87,2.64,NA,1699816538
439,atamyrat,37.8357,65.2106,12.57,24,75,4.65,TM,1699816538
440,kapa'a,22.0752,-159.319,26.99,82,40,9.77,US,1699816539
441,rongelap,11.1635,166.8941,27.62,82,100,8.84,MH,1699816540
442,launceston,-41.45,147.1667,6.56,81,9,2.06,AU,1699816540
443,pemangkat,1.1667,108.9667,25.53,84,100,1.52,ID,1699816541
444,labin,45.095,14.1197,10.14,86,100,1.07,HR,1699816542
445,yurty,56.0498,97.6348,-11.2,92,85,1.11,RU,1699816542
446,taroa,8.7058,171.2275,28.21,81,99,8.28,MH,1699816542
447,bandarbeyla,9.4942,50.8122,27.09,83,84,7.34,SO,1699816543
448,horta,38.5333,-28.6333,20.8,91,75,10.29,PT,1699816543
449,betio village,1.358,172.9211,27.02,81,100,4.18,KI,1699816543
450,tarija,-21.5355,-64.7296,34.95,24,75,3.6,BO,1699816473
451,valozhyn,54.0909,26.5225,5.33,84,100,7.16,BY,1699816543
452,mukachevo,48.4419,22.7179,7.69,90,93,1.61,UA,1699816544
453,knysna,-34.0363,23.0471,14.01,81,0,1.56,ZA,1699816290
454,llallagua,-18.4167,-66.6333,17.78,24,98,2.21,BO,1699816544
455,kayangel,8.0823,134.7173,28.25,80,78,6.52,PW,1699816545
456,mossel bay,-34.1831,22.146,15.96,74,0,0.54,ZA,1699816545
457,turinskaya sloboda,57.6232,64.3858,0.05,90,19,2.86,RU,1699816545
458,nguigmi,14.2495,13.1092,28.64,19,5,4.78,NE,1699816545
459,namibe,-15.1961,12.1522,21.78,78,99,1.49,AO,1699816546
460,colonia,50.9333,6.95,7.7,86,0,3.09,DE,1699816547
461,kidal,18.4411,1.4078,27.96,9,0,4.51,ML,1699816547
462,aleksandrovskoye,44.7142,43.0008,12.51,73,100,3.37,RU,1699816548
463,flin flon,54.7682,-101.865,-0.09,100,100,2.06,CA,1699816548
464,antofagasta,-23.65,-70.4,19.6,67,10,5.82,CL,1699816548
465,barcelos,41.5388,-8.6151,18.29,96,100,3.76,PT,1699816548
466,nadym,65.5333,72.5167,-6.19,94,90,5.67,RU,1699816548
467,chuzhou,32.3219,118.2978,4.39,55,95,2.72,CN,1699816549
468,saint-leu,-21.15,55.2833,20.48,85,12,2.35,RE,1699816549
469,kathu,7.9178,98.3332,29.27,77,92,2.96,TH,1699816549
470,tofol,5.3248,163.0078,26.68,76,94,9.51,FM,1699816550
471,sinop,41.7711,34.8709,10.24,96,99,1.31,TR,1699816551
472,santa ana de yacuma,-13.75,-65.4333,36.97,41,20,7.72,BO,1699816551
473,goldsboro,35.3849,-77.9928,16.78,69,100,5.66,US,1699816488
474,pangody,65.85,74.4859,-4.3,96,100,5.11,RU,1699816552
475,kikwit,-5.041,18.8162,21.33,97,100,0.8,CD,1699816552
476,nurhak,37.9629,37.4202,10.63,61,5,1.52,TR,1699816552
477,port augusta,-32.5,137.7667,15.41,49,100,3.61,AU,1699816553
478,taoudenni,22.6783,-3.9836,30.1,13,1,5.17,ML,1699816554
479,medicine hat,50.0501,-110.6683,10.4,35,20,7.2,CA,1699816534
480,hadibu,12.65,54.0333,26.93,82,44,5.94,YE,1699816554
481,tobelo,1.7284,128.0095,26.05,79,100,1.94,ID,1699816555
482,pindwara,24.8,73.0667,19.15,30,97,1.47,IN,1699816555
483,lazaro cardenas,17.9583,-102.2,30.88,62,6,2.31,MX,1699816466
484,oamaru,-45.0784,170.9801,14.06,69,94,5.0,NZ,1699816556
485,myitkyina,25.3833,97.4,17.6,74,0,1.06,MM,1699816381
486,alaghsas,17.0187,8.0168,26.86,10,0,4.83,NE,1699816557
487,norwalk,33.9022,-118.0817,29.47,14,0,2.57,US,1699816552
488,yorkton,51.2167,-102.4677,4.91,65,0,8.75,CA,1699816557
489,chibougamau,49.9168,-74.3659,-4.21,86,100,2.57,CA,1699816558
490,san rafael,-34.6177,-68.3301,16.21,19,0,5.84,AR,1699816494
491,morazan,15.3167,-87.6,29.87,79,65,1.85,HN,1699816559
492,qarauyl,48.9451,79.255,1.42,80,44,6.92,KZ,1699816560
493,ketchikan,55.3422,-131.6461,6.26,70,0,3.09,US,1699816323
494,tambopata,-12.7333,-69.1833,36.94,63,40,3.6,PE,1699816560
495,ca mau,9.1769,105.15,24.91,95,82,3.2,VN,1699816561
496,borba,-4.3878,-59.5939,39.26,27,95,1.51,BR,1699816561
497,wainwright,52.839,-110.8572,6.03,28,6,7.69,CA,1699816562
498,mil'kovo,55.6078,37.7956,8.27,93,100,6.79,RU,1699816562
499,sal rei,16.1833,-22.9167,27.11,69,62,5.14,CV,1699816562
500,oranjemund,-28.55,16.4333,15.4,78,1,9.48,NA,1699816563
501,dalcahue,-42.3628,-73.7022,12.89,66,75,3.09,CL,1699816563
502,san jose del guaviare,2.5729,-72.6459,29.77,72,44,1.0,CO,1699816563
503,cascais,38.6979,-9.4215,19.96,92,9,3.13,PT,1699816564
504,kuusamo,65.9667,29.1833,-6.98,93,100,2.57,FI,1699816565
505,east london,-33.0153,27.9116,17.0,70,0,6.18,ZA,1699816513
506,ongjin,37.9347,125.3619,1.89,63,3,6.59,KP,1699816565
507,yuzhno-kurilsk,44.0306,145.8556,2.43,80,25,2.98,RU,1699816565
508,fort st. john,56.2499,-120.8529,1.94,60,20,6.17,CA,1699816506
509,zabid,14.1951,43.3152,28.3,68,6,4.41,YE,1699816566
510,thunder bay,48.4001,-89.3168,6.99,81,100,2.06,CA,1699816566
511,hami,42.8,93.45,2.94,29,100,1.2,CN,1699816506
512,batang,-6.4846,110.7083,26.7,79,84,2.18,ID,1699816568
513,olyokminsk,60.3736,120.4264,-13.83,97,97,1.52,RU,1699816568
514,ulanhot,46.0833,122.0833,-6.25,59,0,4.4,CN,1699816568
515,lautoka,-17.6167,177.4667,24.92,83,75,2.57,FJ,1699816569
516,barbacoas,1.6715,-78.1398,28.63,82,70,1.91,CO,1699816569
517,arno,60.1167,18.6333,4.32,97,100,5.04,SE,1699816570
518,monteros,-27.1674,-65.4983,22.75,87,100,0.85,AR,1699816571
519,nianzishan,47.5167,122.8833,-10.46,85,3,2.22,CN,1699816571
520,turan,16.0678,108.2208,25.99,94,75,1.03,VN,1699816350
521,ghanzi,-21.5667,21.7833,31.05,20,24,3.55,BW,1699816571
522,uri,34.0833,74.0333,10.68,48,0,2.57,IN,1699816572
523,wetaskiwin,52.9668,-113.3687,6.71,28,0,3.84,CA,1699816572
524,arraial do cabo,-22.9661,-42.0278,28.92,74,0,4.63,BR,1699816572
525,qorovulbozor,39.5006,64.7936,3.84,36,9,3.72,UZ,1699816573
526,tosontsengel,48.7567,98.2839,-20.6,80,11,0.49,MN,1699816573
527,mournies,35.4764,24.0092,20.46,82,40,3.09,GR,1699816574
528,fort saskatchewan,53.7168,-113.2187,8.33,45,5,2.57,CA,1699816575
529,rikaze,29.25,88.8833,-0.16,22,0,1.84,CN,1699816575
530,doka,13.5167,35.7667,28.76,36,0,2.58,SD,1699816575
531,loch garman,52.3342,-6.4575,12.34,100,100,2.68,IE,1699816576
532,vila do maio,15.1333,-23.2167,27.44,71,100,4.08,CV,1699816575
533,diboll,31.1871,-94.781,19.16,74,20,2.57,US,1699816576
534,xinyang,32.1228,114.0656,5.21,77,88,2.16,CN,1699816577
535,villa constitucion,-33.2278,-60.3297,26.1,49,99,5.01,AR,1699816577
536,viedma,-40.8135,-62.9967,16.74,16,4,7.56,AR,1699816578
537,sidi qacem,34.2215,-5.7078,17.12,49,100,0.77,MA,1699816578
538,yemetsk,63.4721,41.7941,-4.82,81,39,3.74,RU,1699816578
539,sungai penuh,-2.0833,101.3833,18.63,97,100,1.37,ID,1699816579
540,pitimbu,-7.4706,-34.8086,29.33,63,0,5.91,BR,1699816579
541,gornyatskiy,48.2915,40.9575,11.38,73,100,7.73,RU,1699816579
542,ibiza,38.9088,1.433,18.85,80,0,3.6,ES,1699816383
543,katabu,-4.9333,122.5167,23.26,89,60,1.19,ID,1699816580
544,kenora,49.8167,-94.4337,1.54,93,100,4.12,CA,1699816580
545,kupang,-10.1667,123.5833,26.32,94,8,1.03,ID,1699816580
546,murygino,58.7383,49.4582,2.42,89,100,4.23,RU,1699816581
547,ceylanpinar,36.8472,40.05,19.64,38,100,3.29,TR,1699816581
548,letpandan,17.7833,95.75,24.41,93,100,2.46,MM,1699816582
549,qal'ah-ye shahr,35.5473,65.5676,5.29,50,0,1.41,AF,1699816582
550,selfoss,63.9331,-20.9971,3.36,72,100,6.83,IS,1699816583
551,primorsko-akhtarsk,46.0497,38.1747,12.42,71,8,7.58,RU,1699816583
552,maues,-3.3836,-57.7186,41.0,23,94,1.63,BR,1699816584
553,cabo san lucas,22.8909,-109.9124,29.78,57,0,5.14,MX,1699816345
554,lydenburg,-25.0978,30.4597,17.53,89,53,2.4,ZA,1699816585
555,severobaykal'sk,55.65,109.3167,-6.39,83,89,1.29,RU,1699816585
556,naze,28.3667,129.4833,16.51,68,65,7.39,JP,1699816585
557,katsuren-haebaru,26.3369,127.8719,22.01,62,40,5.14,JP,1699816586
558,south hedland,-20.4089,118.5983,20.96,88,7,2.57,AU,1699816586
559,baiyin,36.5583,104.2081,-1.91,66,1,0.7,CN,1699816587
560,altai,46.3722,96.2583,-10.87,66,0,0.91,MN,1699816587
561,aioun,16.6614,-9.6149,31.78,14,6,4.6,MR,1699816587
562,rockland,41.1668,-74.0496,7.54,57,39,0.45,US,1699816522
563,childress,34.4264,-100.204,18.14,48,0,3.6,US,1699816588
564,pamandzi,-12.7967,45.2794,28.88,74,40,2.06,YT,1699816588
565,jiagedaqi,50.4167,124.1167,-11.74,87,21,1.91,CN,1699816588
566,yamada,39.4667,141.95,5.26,79,100,2.73,JP,1699816589
567,laguna,38.421,-121.4238,21.21,45,0,2.06,US,1699816589
568,kangding,30.0513,101.9603,4.65,79,51,1.42,CN,1699816589
